# time bound_circ lift drag moment
0.028690 0.119644 3.526616 0.032881 -0.644420
0.043036 0.139729 4.235072 0.056467 -0.923197
0.057381 0.175279 4.514623 0.075187 -1.080351
0.071726 0.209245 4.628188 0.089194 -1.079107
0.086071 0.243520 4.731762 0.100849 -1.083607
0.100416 0.277477 4.818021 0.109690 -1.077894
0.114761 0.311481 4.908564 0.116342 -1.076257
0.129107 0.345741 5.002924 0.120810 -1.077696
0.143452 0.380393 5.099625 0.123043 -1.081213
0.157797 0.415506 5.197093 0.122952 -1.085834
0.172142 0.451104 5.293868 0.120433 -1.090737
0.186487 0.466626 5.343098 0.149407 -1.103941
0.200832 0.469258 5.344838 0.177735 -1.013125
0.215178 0.458408 5.382902 0.208865 -0.909464
0.229523 0.437640 5.445403 0.242329 -0.828255
0.243868 0.410300 5.530620 0.278337 -0.765232
0.258213 0.378672 5.634852 0.316865 -0.715841
0.272558 0.344100 5.751100 0.357471 -0.676045
0.286903 0.307376 5.872134 0.399544 -0.643191
0.301249 0.268961 5.995149 0.442814 -0.615442
0.315594 0.229198 6.110508 0.486157 -0.592087
0.329939 0.188206 6.224967 0.530253 -0.571417
0.344284 0.145951 6.330164 0.573999 -0.549736
0.358629 0.102441 6.421741 0.616658 -0.525383
0.372974 0.058110 6.506358 0.658912 -0.506040
0.387320 0.013475 6.616603 0.705235 -0.501226
0.401665 -0.031174 6.714150 0.750369 -0.499527
0.416010 -0.075646 6.805368 0.795063 -0.499761
0.430355 -0.119816 6.893946 0.839771 -0.500158
0.444700 -0.163669 6.998411 0.887384 -0.501522
0.459046 -0.207077 7.084848 0.932519 -0.502941
0.473391 -0.249910 7.159686 0.975986 -0.508409
0.487736 -0.291672 7.230707 1.018947 -0.523590
0.502081 -0.331129 7.314842 1.064321 -0.555792
0.516426 -0.367179 7.418588 1.113419 -0.601670
0.530771 -0.400450 7.516133 1.161666 -0.639632
0.545117 -0.430587 7.590739 1.205780 -0.685418
0.559462 -0.458210 7.684862 1.253658 -0.722223
0.573807 -0.485963 7.739131 1.293791 -0.723238
0.588152 -0.512549 7.777042 1.330409 -0.743066
0.602497 -0.538784 7.814427 1.366543 -0.751528
0.616842 -0.564169 7.842413 1.400313 -0.767220
0.631188 -0.589184 7.866371 1.432735 -0.777514
0.645533 -0.613105 7.887180 1.463934 -0.797493
0.659878 -0.635250 7.917592 1.496643 -0.825466
0.674223 -0.657137 7.951936 1.529677 -0.831159
0.688568 -0.680611 7.945016 1.552896 -0.812236
0.702913 -0.704762 7.916976 1.570489 -0.809663
0.717259 -0.729433 7.894295 1.588365 -0.811439
0.731604 -0.752886 7.890627 1.609757 -0.834592
0.745949 -0.772321 7.921097 1.638386 -0.890964
0.760294 -0.788921 7.952240 1.666519 -0.928354
0.774639 -0.807553 7.925670 1.680042 -0.902401
0.788984 -0.828864 7.872130 1.686013 -0.870716
0.803330 -0.851030 7.832314 1.694259 -0.862018
0.817675 -0.872951 7.794632 1.702000 -0.865857
0.832020 -0.893975 7.752526 1.707609 -0.877780
0.846365 -0.914152 7.706010 1.711068 -0.889396
0.860710 -0.933718 7.651590 1.711469 -0.899298
0.875055 -0.952045 7.601945 1.712024 -0.919232
0.889401 -0.968520 7.574033 1.717137 -0.946048
0.903746 -0.983899 7.548375 1.721868 -0.958919
0.918091 -0.998899 7.502440 1.720359 -0.960017
0.932436 -1.013252 7.446005 1.715095 -0.963912
0.946781 -1.027197 7.386499 1.708004 -0.963298
0.961127 -1.041714 7.314637 1.696641 -0.948449
0.975472 -1.057198 7.227483 1.680210 -0.928057
0.989817 -1.073275 7.131600 1.660441 -0.912450
1.004162 -1.089428 7.032296 1.638758 -0.903475
1.018507 -1.105312 6.932994 1.616102 -0.899211
1.032852 -1.120729 6.836213 1.593181 -0.897728
1.047198 -1.135533 6.742650 1.570218 -0.897783
1.061543 -1.149661 6.650377 1.546733 -0.897603
1.075888 -1.163226 6.555279 1.521657 -0.894596
1.090233 -1.176420 6.453717 1.494050 -0.888087
1.104578 -1.189332 6.344797 1.463712 -0.880061
1.118923 -1.201902 6.231320 1.431435 -0.872946
1.133269 -1.213976 6.118116 1.398558 -0.868145
1.147614 -1.225377 6.009073 1.366159 -0.865930
1.161959 -1.235991 5.904198 1.334274 -0.864928
1.176304 -1.245854 5.800562 1.302160 -0.862641
1.190649 -1.255151 5.694312 1.268837 -0.856908
1.204994 -1.264095 5.582698 1.233632 -0.847389
1.219340 -1.272795 5.465538 1.196556 -0.835548
1.233685 -1.281245 5.344417 1.158088 -0.822970
1.248030 -1.289407 5.220751 1.118657 -0.810174
1.262375 -1.297276 5.094736 1.078373 -0.796887
1.276720 -1.304872 4.965521 1.037077 -0.782786
1.291065 -1.312199 4.833313 0.994888 -0.768275
1.305411 -1.319223 4.699458 0.952211 -0.754009
1.319756 -1.325894 4.565475 0.909488 -0.740277
1.334101 -1.332177 4.432046 0.866938 -0.726782
1.348446 -1.338058 4.299896 0.824787 -0.713277
1.362791 -1.343541 4.170025 0.783319 -0.699861
1.377137 -1.348648 4.041518 0.742347 -0.686125
1.391482 -1.353422 3.912341 0.701420 -0.671464
1.405827 -1.357905 3.781267 0.660302 -0.655833
1.420172 -1.362116 3.648273 0.619048 -0.639697
1.434517 -1.366050 3.514117 0.577896 -0.623625
1.448862 -1.369685 3.379651 0.537096 -0.607968
1.463208 -1.372994 3.245570 0.496854 -0.592885
1.477553 -1.375950 3.112353 0.457315 -0.578437
1.491898 -1.378526 2.980394 0.418603 -0.564653
1.506243 -1.380696 2.850235 0.380865 -0.551631
1.520588 -1.382428 2.722703 0.344298 -0.539604
